title,rating,ranking
Legendz: Yomigaeru Ryuuou Densetsu,7.31,2362
Ling Long: Incarnation,7.31,2363
Love Live! μ's Final Love Live! Opening Animation,7.31,2364
Lupin III: Part III,7.31,2365
Mobile Suit Gundam 00 The Movie: A Wakening of the Trailblazer,7.31,2366
Ahiru no Sora,7.30,2367
Air,7.30,2368
Alps no Shoujo Heidi,7.30,2369
Another: The Other - Inga,7.30,2370
Answer (2016),7.30,2371
Ao no Exorcist: Kuro no Iede,7.30,2372
Appare-Ranman!,7.30,2373
Baka to Test to Shoukanjuu Specials,7.30,2374
Beelzebub: Hirotta Akachan wa Daimaou!?,7.30,2375
Bishoujo Senshi Sailor Moon SuperS Gaiden: Ami-chan no Hatsukoi,7.30,2376
Blood Lad,7.30,2377
Buddy Complex: Kanketsu-hen - Ano Sora ni Kaeru Mirai de,7.30,2378
Cheonnyeon-yeowoo Yeowoobi,7.30,2379
Code Geass: Boukoku no Akito 3 - Kagayaku Mono Ten yori Otsu,7.30,2380
Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen,7.30,2381
Dumbbell Nan Kilo Moteru?,7.30,2382
Fanren Xiu Xian Chuan: Yan Jia Bao Dazhan,7.30,2383
Girls & Panzer Movie Specials,7.30,2384
Hana to Alice: Satsujin Jiken,7.30,2385
Hatsukoi Limited.,7.30,2386
High School Fleet,7.30,2387
Hikaru no Go: New Year Special,7.30,2388
Kakegurui,7.30,2389
KimiKiss Pure Rouge,7.30,2390
Ling Jian Zun 4th Season,7.30,2391
Ling Long: Incarnation Special,7.30,2392
Mainichi Kaasan,7.30,2393
Maria-sama ga Miteru: Haru Specials,7.30,2394
Mirai no Mirai,7.30,2395
Mnemosyne: Mnemosyne no Musume-tachi,7.30,2396
Mobile Suit Gundam SEED Special Edition,7.30,2397
Nijiiro Days,7.30,2398
Noir,7.30,2399
Papa no Iukoto wo Kikinasai!,7.30,2400
Piano no Mori (TV),7.30,2401
Pokemon Movie 08: Mew to Hadou no Yuusha Lucario,7.30,2402
Pokemon XY,7.30,2403
Sekikashita Kusanagi,7.30,2404
Shikabane Hime: Kuro,7.30,2405
Smile Precure! Movie: Ehon no Naka wa Minna Chiguhagu!,7.30,2406
Tales of the Abyss,7.30,2407
Tenchi Muyou! Ryououki 3rd Season,7.30,2408
The Animatrix,7.30,2409
Tiger Mask Nisei,7.30,2410
Uma Musume: Pretty Derby (TV),7.30,2411
Zoku Touken Ranbu: Hanamaru,7.30,2412
Naruto: Shippuuden Movie 1,7.29,2413
"Ore, Tsushima",7.29,2414
Potemayo,7.29,2415
Saber Marionette J to X,7.29,2416
Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,7.29,2417
Shin Chou Kyou Ryo: Condor Hero II,7.29,2418
Shin Chou Kyou Ryo: Condor Hero III,7.29,2419
Shinryaku! Ika Musume Specials,7.29,2420
Shounen Maid,7.29,2421
Slayers: The Motion Picture,7.29,2422
Soukyuu no Fafner: Dead Aggressor,7.29,2423
Strawberry Panic,7.29,2424
Tetsuwan Birdy Decode: The Cipher,7.29,2425
"The iDOLM@STER Cinderella Girls: Anytime, Anywhere with Cinderella.",7.29,2426
The Sky Crawlers,7.29,2427
Tibet Inu Monogatari,7.29,2428
To LOVE-Ru OVA,7.29,2429
Wagamama☆Fairy Mirumo de Pon!,7.29,2430
Xian Wang de Richang Shenghuo,7.29,2431
Yeon-ae Halujeon,7.29,2432
Air Gear Special,7.29,2433
Angel Heart,7.29,2434
Boku no Hero Academia: Sukue! Kyuujo Kunren!,7.29,2435
Boku no Hero Academia: Training of the Dead,7.29,2436
Bokura ga Ita,7.29,2437
Crayon Shin-chan Movie 22: Gachinko! Gyakushuu no Robo To-chan,7.29,2438
Doraemon Movie 15: Nobita to Mugen Sankenshi,7.29,2439
Doraemon Movie 36: Shin Nobita no Nippon Tanjou,7.29,2440
El Hazard: The Magnificent World,7.29,2441
Fullmetal Alchemist: The Sacred Star of Milos,7.29,2442
Hokuto no Ken: Toki-den,7.39,2001
K: Seven Stories Movie 1 - R:B - Blaze,7.39,2002
Kaze no Shoujo Emily,7.39,2003
Kekkai Sensen: Ousama no Restaurant no Ousama,7.39,2004
Kore wa Zombie Desu ka?,7.39,2005
Love Live! Sunshine!!,7.39,2006
Akazukin Chacha,7.38,2007
Amanchu!: Yakusoku no Natsu to Atarashii Omoide no Koto,7.38,2008
Aoki Hagane no Arpeggio: Ars Nova,7.38,2009
Galaxy Angel 3,7.29,2443
Gosho Aoyama's Collection of Short Stories,7.29,2444
Grimm Masterpiece Theater II,7.29,2445
Gunsmith Cats,7.29,2446
Hanamaru Youchien,7.29,2447
High School DxD OVA,7.29,2448
Kuroko no Basket: Oshaberi Shiyokka,7.29,2449
Lupin the IIIrd: Mine Fujiko no Uso,7.29,2450
Code Geass: Boukoku no Akito 1 - Yokuryuu wa Maiorita,7.38,2010
Detective Conan Bonus File: Fantasista Flower,7.38,2011
Fairy Tail Movie 1: Houou no Miko,7.38,2012
Fate/stay night Movie: Unlimited Blade Works,7.38,2013
Flanders no Inu,7.38,2014
Garo: Honoo no Kokuin,7.38,2015
Gatchaman Crowds: Embrace,7.38,2016
Grimm Meisaku Gekijou,7.38,2017
Handa-kun,7.38,2018
Hori-san to Miyamura-kun,7.38,2019
Inazuma Eleven Go: Kyuukyoku no Kizuna Gryphon,7.38,2020
Jibaku-kun,7.38,2021
Kamichu!,7.38,2022
Karakurizoushi Ayatsuri Sakon,7.38,2023
Kemonozume,7.38,2024
Lodoss-tou Senki,7.38,2025
Mahoutsukai Precure! Movie: Kiseki no Henshin! Cure Mofurun!,7.38,2026
Mai-Otome 0: S.ifr,7.38,2027
Meitantei Holmes,7.38,2028
Minami-ke Natsuyasumi,7.38,2029
Mugen no Juunin: Immortal,7.38,2030
Nanatsu no Umi no Tico,7.38,2031
Net-juu no Susume Special,7.38,2032
Nihon Animator Mihonichi,7.38,2033
Nodame Cantabile: Nodame to Chiaki no Umi Monogatari,7.38,2034
Oki ni Mesu mama,7.38,2035
Ranma ½: Chou Musabetsu Kessen! Ranma Team vs. Densetsu no Houou,7.38,2036
Re:␣Hamatora,7.38,2037
Sakasama no Patema: Beginning of the Day,7.38,2038
Selector Spread WIXOSS,7.38,2039
Shakugan no Shana Movie,7.38,2040
Sketchbook: Full Color's,7.38,2041
Soukyuu no Fafner: Dead Aggressor - Exodus,7.38,2042
Soukyuu no Fafner: Dead Aggressor - Heaven and Earth,7.38,2043
Sweat Punch,7.38,2044
Taiho Shichau zo The Movie,7.38,2045
Tennis no Ouji-sama: Sonzoku Yama no Hi,7.38,2046
Trinity Seven: Nanatsu no Taizai to Nana Madoushi,7.38,2047
Un-Go,7.38,2048
Urusei Yatsura OVA,7.38,2049
Wan Jie Xian Zong,7.38,2050
Mai-Otome,7.29,2451
Mei to Koneko Bus,7.29,2452
Mob Psycho 100: Reigen - Shirarezaru Kiseki no Reinouryokusha,7.29,2453
Asura Cryin' 2,7.28,2454
Bokutachi wa Benkyou ga Dekinai: Nagisa ni Usemono Arite Senjin wa Enzen to [X] Suru,7.28,2455
Bubblegum Crisis,7.28,2456
Cuticle Tantei Inaba,7.28,2457
Digimon Adventure 02: Diablomon no Gyakushuu,7.28,2458
Doraemon Movie 21: Nobita no Taiyou Ou Densetsu,7.28,2459
Doraemon Movie 24: Nobita to Fushigi Kaze Tsukai,7.28,2460
Doupo Cangqiong,7.28,2461
Erementar Gerad,7.28,2462
Fullmetal Alchemist: Reflections,7.28,2463
Future GPX Cyber Formula 11,7.28,2464
Gatchaman Crowds Insight,7.28,2465
Ginga Tetsudou no Yoru,7.28,2466
Grisaia no Meikyuu: Caprice no Mayu 0 - Takizono Basketball Club no Nama Cream Party!,7.28,2467
Hamatora The Animation,7.28,2468
Harmonie,7.28,2469
"Hataraku Saibou!!: Saikyou no Teki, Futatabi. Karada no Naka wa ""Chou"" Oosawagi!",7.28,2470
"High School DxD New: Oppai, Tsutsumimasu!",7.28,2471
IGPX: Immortal Grand Prix (2005) 2nd Season,7.28,2472
Kakumeiki Valvrave 2nd Season,7.28,2473
Kidou Keisatsu Patlabor,7.28,2474
Konjiki no Gash Bell!!: 101 Banme no Mamono,7.28,2475
Lupin III: Fuuma Ichizoku no Inbou,7.28,2476
Macross F Music Clip Shuu: Nyankuri,7.28,2477
Mahouka Koukou no Rettousei: Raihousha-hen,7.28,2478
Mahoutsukai ni Taisetsu na Koto: Natsu no Sora,7.28,2479
Maoyuu Maou Yuusha,7.28,2480
Mayo Chiki!,7.28,2481
Meng Qi Shi Shen,7.28,2482
Mobile Suit Gundam 0083: Stardust Memory,7.28,2483
Mobile Suit Gundam I,7.28,2484
Mobile Suit Gundam Thunderbolt 2nd Season,7.28,2485
Nabari no Ou,7.28,2486
Naruto: Shippuuden Movie 2 - Kizuna,7.28,2487
Natsuyuki Rendezvous,7.28,2488
Noblesse: Pamyeol-ui Sijak,7.28,2489
One Piece: Adventure of Nebulandia,7.28,2490
Ou Dorobou Jing in Seventh Heaven,7.28,2491
Phi Brain: Kami no Puzzle - Orpheus Order-hen,7.28,2492
Poputepipikku,7.28,2493
Re:Zero kara Hajimeru Break Time 2nd Season,7.28,2494
RideBack,7.28,2495
Sabage-bu! Specials,7.28,2496
Saiyuuki Gaiden: Kouga no Shou,7.28,2497
Shaman King Specials,7.28,2498
Shijou Saikyou no Deshi Kenichi Specials,7.28,2499
Shingeki no Kyojin-ten 360° Taikan Theater,7.28,2500
Shokugeki no Souma OVA,7.35,2151
Star☆Twinkle Precure,7.35,2152
Strike Witches: Operation Victory Arrow,7.35,2153
Tenchi Muyou! Ryououki: Omatsuri Zenjitsu no Yoru!,7.35,2154
Tennis no Ouji-sama Movie 1: Futari no Samurai - The First Game,7.35,2155
The iDOLM@STER Cinderella Girls 2nd Season,7.35,2156
Wan Jie Fa Shen,7.35,2157
Afro Samurai: Resurrection,7.35,2158
Allison to Lillia,7.35,2159
Bishoujo Senshi Sailor Moon Memorial,7.35,2160
Boku wa Tomodachi ga Sukunai Next,7.35,2161
Bokutachi wa Benkyou ga Dekinai!,7.35,2162
Bokutachi wa Benkyou ga Dekinai!: Chapel no Kane wa [X] wo Shukufuku Suru,7.35,2163
Carnival Phantasm: HibiChika Special,7.35,2164
Chiisana Penguin Lolo no Bouken,7.35,2165
Crayon Shin-chan Movie 18: Chou Jikuu! Arashi wo Yobu Ora no Hanayome,7.35,2166
D-Frag!*,7.35,2167
Date A Live Movie: Mayuri Judgment,7.35,2168
Date A Live: Date to Date,7.35,2169
Detective Conan Magic File 5: Niigata - Tokyo Omiyage Capriccio,7.35,2170
Fuse: Teppou Musume no Torimonochou,7.35,2171
Ginga Kikoutai Majestic Prince,7.35,2172
Hadashi no Gen 2,7.35,2173
High School DxD BorN: Ishibumi Ichiei Kanzen Kanshuu! Mousou Bakuyou Kaijo Original Video,7.35,2174
Isekai Shokudou,7.35,2175
Lupin III: Kutabare! Nostradamus,7.35,2176
"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e",7.35,2177
Mirai Nikki: Redial,7.35,2178
Aa! Megami-sama! (2011),7.34,2179
Aa! Megami-sama! (TV),7.34,2180
Ansatsu Kyoushitsu: 365-nichi no Jikan,7.34,2181
Appleseed Saga Ex Machina,7.34,2182
Btooom!,7.34,2183
"Chi's Sweet Home: Chi to Kocchi, Deau.",7.34,2184
Danna ga Nani wo Itteiru ka Wakaranai Ken,7.34,2185
Doupo Cangqiong 2nd Season Specials,7.34,2186
Ganbare Genki,7.34,2187
Gensoumaden Saiyuuki Movie: Requiem - Erabarezaru Mono e no Chinkonka,7.34,2188
Himouto! Umaru-chan R,7.34,2189
Hisone to Maso-tan,7.34,2190
"Ikoku Meiro no Croisée The Animation: Ongakkai ""Récital""",7.34,2191
Imouto sae Ireba Ii.,7.34,2192
"Kanojo, Okarishimasu",7.34,2193
Kurau Phantom Memory,7.34,2194
Love Lab,7.34,2195
Lupin III: Otakara Henkyaku Daisakusen!!,7.34,2196
Maria-sama ga Miteru Specials,7.34,2197
Marmalade Boy Movie,7.34,2198
Minami-ke Okawari,7.34,2199
Nanbaka,7.34,2200
Seijo no Maryoku wa Bannou Desu,7.26,2601
Shinigami Bocchan to Kuro Maid,7.26,2602
Sukitte Ii na yo.: Dareka ga,7.26,2603
Tales of Zestiria the Cross: Saiyaku no Jidai,7.26,2604
Tiger Mask,7.26,2605
Time Travel Tondekeman!,7.26,2606
Trinity Seven Movie 1: Eternity Library to Alchemic Girl,7.26,2607
Utawarerumono: Itsuwari no Kamen,7.26,2608
Xuyuan Shenlong,7.26,2609
Yes! Precure 5 Movie: Kagami no Kuni no Miracle Daibouken!,7.26,2610
Yuu☆Yuu☆Hakusho: Eizou Hakusho - Ankoku Bujutsukai no Shou,7.26,2611
Nagasarete Airantou,7.25,2612
"Natsu-iro Egao de 1, 2, Jump!",7.25,2613
One Piece Movie 7: Karakuri-jou no Mecha Kyohei,7.25,2614
Outbreak Company,7.25,2615
Ranma ½: Chuugoku Nekonron Daikessen! Okite Yaburi no Gekitou-hen!!,7.25,2616
Re-Main,7.25,2617
Seikai no Senki Special,7.25,2618
Selector Infected WIXOSS,7.25,2619
"Sengoku Basara Two: Ryuko, Itadaki no Chikai! Atsuki Mirai e Kakeru Tamashii!!",7.25,2620
Shingeki no Kyojin: Ano Hi Kara,7.25,2621
Super Robot Taisen OG: The Inspector,7.25,2622
Taisou Zamurai,7.25,2623
Tekken Chinmi,7.25,2624
Tokyo Majin Gakuen Kenpucho: Tou Dai Ni Maku,7.25,2625
Wan Jie Xian Zong 4th Season,7.25,2626
Zutto Mae kara Suki deshita.: Kokuhaku Jikkou Iinkai,7.25,2627
Abenobashi Mahou☆Shoutengai,7.25,2628
Air Movie,7.25,2629
Ajin Part 2: Shoutotsu,7.25,2630
Ashita no Joe 2 (Movie),7.25,2631
BanG Dream! Movie: Episode of Roselia - I: Yakusoku,7.25,2632
Brigadoon: Marin to Melan,7.25,2633
Canaan,7.25,2634
Code Geass: Boukoku no Akito 4 - Nikushimi no Kioku kara,7.25,2635
Crayon Shin-chan Movie 05: Ankoku Tamatama Daitsuiseki,7.25,2636
Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,7.25,2637
Dantalian no Shoka,7.25,2638
Detective Conan OVA 01: Conan vs. Kid vs. Yaiba,7.25,2639
Detective Conan OVA 05: The Target is Kogoro! The Detective Boys' Secret Investigation,7.25,2640
GJ-bu@,7.25,2641
God Eater,7.25,2642
Hataraku Saibou: Kaze Shoukougun,7.25,2643
Hetalia: The World Twinkle,7.25,2644
High School! Kimengumi,7.25,2645
Higurashi no Naku Koro ni Gou,7.25,2646
Himouto! Umaru-chan OVA,7.25,2647
Hunter x Hunter Movie 1: Phantom Rouge,7.25,2648
Hunter x Hunter Movie 2: The Last Mission,7.25,2649
Hyakko,7.25,2650
Kyouran Kazoku Nikki,7.27,2551
Love Stage!!,7.27,2552
Macross Δ,7.27,2553
Mai-Otome Zwei,7.27,2554
Main Actor,7.27,2555
Mary to Majo no Hana,7.27,2556
Matantei Loki Ragnarok,7.27,2557
MÄR,7.27,2558
Aggressive Retsuko: We Wish You a Metal Christmas,7.26,2559
Ajin Part 3: Shougeki,7.26,2560
Amanchu!,7.26,2561
B: The Beginning,7.26,2562
Beelzebub-jou no Okinimesu mama.,7.26,2563
Bishoujo Senshi Sailor Moon: Sailor Stars - Hero Club,7.26,2564
Black Jack Specials: Inochi wo Meguru Yottsu no Kiseki,7.26,2565
Chuunibyou demo Koi ga Shitai! Lite,7.26,2566
Cyborg 009: The Cyborg Soldier,7.26,2567
"Donten ni Warau Gaiden: Ouka, Tenbou no Kakehashi",7.26,2568
Doraemon: Obaachan no Omoide,7.26,2569
Dotto Koni-chan,7.26,2570
ef: A Tale of Melodies. - Prologue,7.26,2571
Fushigiboshi no☆Futagohime,7.26,2572
H2,7.26,2573
Haiyore! Nyaruko-san W,7.26,2574
Heya Camp△,7.26,2575
High School DxD Hero,7.26,2576
Hitsugi no Chaika,7.26,2577
Honoo no Toukyuuji: Dodge Danpei,7.26,2578
Inferno Cop,7.26,2579
Inu to Neko Docchi mo Katteru to Mainichi Tanoshii,7.26,2580
Inukami!,7.26,2581
Just Because!,7.26,2582
Keroro Gunsou Movie 1,7.26,2583
Kidou Tenshi Angelic Layer,7.26,2584
Kimi no Kokoro wa Kagayaiteru kai?,7.26,2585
Koukaku Kidoutai: Stand Alone Complex - Tachikoma na Hibi (TV),7.26,2586
Layton Mystery Tanteisha: Katri no Nazotoki File,7.26,2587
Mama wa Shougaku 4 Nensei,7.26,2588
Midori no Hibi,7.26,2589
Mobile Suit Gundam SEED Destiny Special Edition,7.26,2590
Mobile Suit Gundam Thunderbolt: Bandit Flower,7.26,2591
Nanatsu no Taizai: Imashime no Fukkatsu Joshou,7.26,2592
Nazo no Kanojo X: Nazo no Natsu Matsuri,7.26,2593
Needless,7.26,2594
No Doubt,7.26,2595
One Piece: Umi no Heso no Daibouken-hen,7.26,2596
Ookami Shoujo to Kuro Ouji: Gishinanki – Happening Kiss,7.26,2597
Ookiku Furikabutte: Kihon no Kihon,7.26,2598
Osomatsu-san: Ouma de Kobanashi,7.26,2599
Petshop of Horrors,7.26,2600
Slayers Return,7.32,2301
Sora no Otoshimono,7.32,2302
Starmyu 2nd Season,7.32,2303
Strike Witches: Road to Berlin,7.32,2304
The Third: Aoi Hitomi no Shoujo,7.32,2305
Tsubasa Chronicle: Tori Kago no Kuni no Himegimi,7.32,2306
Wan Jie Xian Zong 3rd Season,7.32,2307
Xue Ying Ling Zhu,7.32,2308
Yasashii Suisei,7.32,2309
Yuu☆Yuu☆Hakusho: Eizou Hakusho II,7.32,2310
Yuusha Keisatsu J-Decker,7.32,2311
Motto To LOVE-Ru,7.31,2312
Natsu no Arashi! Akinaichuu,7.31,2313
Onegai☆Teacher: Himitsu na Futari,7.31,2314
Onihei,7.31,2315
Osomatsu-san 3rd Season,7.31,2316
Pokemon Movie 23: Koko,7.31,2317
Potemayo Specials,7.31,2318
Precure All Stars Movie New Stage 3: Eien no Tomodachi,7.31,2319
School Rumble San Gakki,7.31,2320
Seitokai no Ichizon Lv.2: Watasu Seitokai,7.31,2321
Senjou no Valkyria 3: Tagatame no Juusou,7.31,2322
Sousei no Onmyouji,7.31,2323
Strike Witches 2,7.31,2324
Taiyou no Kiba Dagram,7.31,2325
Tamayura: Hitotose,7.31,2326
Tari Tari,7.31,2327
Top Secret: The Revelation,7.31,2328
Trinity Blood,7.31,2329
Wonderful Rush,7.31,2330
Wu Shang Shen Di,7.31,2331
"""Bungaku Shoujo"" Memoire",7.31,2332
A3! Season Autumn & Winter,7.31,2333
Aa! Megami-sama!,7.31,2334
Bakemonogatari Recap,7.31,2335
Bokutachi wa Benkyou ga Dekinai,7.31,2336
Captain Tsubasa,7.31,2337
Denpa Onna to Seishun Otoko: Mayonaka no Taiyou,7.31,2338
Detroit Metal City: Birth of the Metal Devil,7.31,2339
Digimon Adventure tri. 4: Soushitsu,7.31,2340
Douluo Dalu: Chongfan Haotian,7.31,2341
ef: A Tale of Memories. - Recollections,7.31,2342
Fate/stay night,7.31,2343
Fresh Precure!,7.31,2344
Gaikotsu Shotenin Honda-san,7.31,2345
Gatchaman Crowds,7.31,2346
Hataraku Saibou!!,7.31,2347
Hiyoko no Basket Movie: Last Game 0401,7.31,2348
Hiyokoi,7.31,2349
Inazuma Eleven: Saikyou Gundan Ogre Shuurai,7.31,2350
Gegege no Kitarou (2018),7.22,2751
Ginga e Kickoff!!,7.22,2752
Goblin Slayer: Goblin's Crown,7.22,2753
Hetalia Axis Powers Fan Disc,7.22,2754
Hifuu Katsudou Kiroku: The Sealed Esoteric History,7.22,2755
High School Fleet OVA,7.22,2756
Higurashi no Naku Koro ni Kaku: Outbreak,7.22,2757
Jinrui wa Suitai Shimashita Specials,7.22,2758
Kaiketsu Zorro,7.22,2759
Kaitou Joker 2nd Season,7.22,2760
Kaze no Stigma,7.22,2761
Kimi ga Nozomu Eien,7.22,2762
Kimi no Iru Machi: Tasogare Kousaten,7.22,2763
Kinnikuman,7.22,2764
Kono Bijutsubu ni wa Mondai ga Aru!,7.22,2765
Kuroko no Basket: Oshaberi Demo Shimasen ka,7.22,2766
Kyou no 5 no 2,7.22,2767
Kyou no 5 no 2 (TV),7.22,2768
Lupin III: Honoo no Kioku - Tokyo Crisis,7.22,2769
Mai Mai Shinko to Sennen no Mahou,7.22,2770
Maison Ikkoku: Kanketsu-hen,7.22,2771
Musekinin Kanchou Tylor OVA,7.22,2772
Nogizaka Haruka no Himitsu,7.22,2773
One Piece: Episode of Alabasta - Prologue,7.22,2774
"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru",7.22,2775
Otogi,7.22,2776
Ou Dorobou Jing,7.22,2777
Pokemon Diamond & Pearl,7.22,2778
Rewrite 2nd Season,7.22,2779
Saber Marionette J Again,7.22,2780
Saint Seiya: Shinku no Shounen Densetsu,7.22,2781
Sayonara Watashi no Cramer Movie: First Touch,7.22,2782
Selector Destructed WIXOSS Movie,7.22,2783
Servamp Movie: Alice in the Garden,7.22,2784
Shikabane Hime: Aka,7.22,2785
Suzumiya Haruhi no Yuuutsu (2009),7.22,2786
Tabisuru Nuigurumi: Traveling Daru,7.22,2787
Tactics,7.22,2788
Tenchi Souzou Design-bu Special,7.22,2789
Tom Sawyer no Bouken,7.22,2790
Zoids Genesis,7.22,2791
"Mogyutto ""Love"" de Sekkinchuu!",7.21,2792
Moyashimon Returns,7.21,2793
Music S.T.A.R.T!!,7.21,2794
Oh! Edo Rocket,7.21,2795
Puchimas!!: Petit Petit iDOLM@STER,7.21,2796
Rockman.EXE Movie: Hikari to Yami no Program,7.21,2797
Saint Seiya: Tenkai-hen Josou - Overture,7.21,2798
Saiyuuki Reload Blast,7.21,2799
Sekirei: Pure Engagement Episode 0,7.21,2800
Sentou Mecha Xabungle,7.21,2801
Star Driver: Kagayaki no Takuto,7.21,2802
Super Lovers 2,7.21,2803
Sword Art Online,7.21,2804
Taiho Shichau zo: Full Throttle,7.21,2805
Tantei Opera Milky Holmes Dai 2 Maku,7.21,2806
Tenchi Muyou! in Love 2: Haruka Naru Omoi,7.21,2807
Tenkuu Senki Shurato,7.21,2808
UQ Holder!: Mahou Sensei Negima! 2 (OVA),7.21,2809
Uta no☆Prince-sama♪: Maji Love 2000%,7.21,2810
Utawarerumono OVA,7.21,2811
Wagaya no Oinari-sama.,7.21,2812
Aoharu x Kikanjuu: Kemono-tachi no Senjou da na!,7.21,2813
Baki,7.21,2814
Bakuman.: Deraman.,7.21,2815
D.C.II S.S.: Da Capo II Second Season,7.21,2816
Dae Jang Geum: Jang Geum's Dream 2,7.21,2817
Date A Live II,7.21,2818
Detective Conan OVA 08: High School Girl Detective Sonoko Suzuki's Case Files,7.21,2819
Dimension W,7.21,2820
Dragon Ball Super: Broly - Skytree Super,7.21,2821
Genius Party Beyond,7.21,2822
Girls & Panzer: Saishuushou Part 2 Specials,7.21,2823
Hentai Ouji to Warawanai Neko.,7.21,2824
Higurashi no Naku Koro ni Kai Specials,7.21,2825
Huyao Xiao Hongniang,7.21,2826
"Inari, Konkon, Koi Iroha.",7.21,2827
Jahy-sama wa Kujikenai!,7.20,2828
Jian Wang 3: Xia Gan Yi Dan Shen Jianxin,7.21,2829
Kara no Kyoukai 8: Shuushou,7.21,2830
Kiddy Grade,7.21,2831
Le Chevalier D'Eon,7.21,2832
Levius,7.21,2833
Liang Bu Yi,7.22,2834
Long Zhi Gu: Poxiao Qibing,7.21,2835
Mangaka-san to Assistant-san to The Animation Specials,7.21,2836
Masuda Kousuke Gekijou Gag Manga Biyori,7.21,2837
Masuda Kousuke Gekijou Gag Manga Biyori 2,7.21,2838
Mobile Suit Gundam SEED Destiny,7.21,2839
Ansatsu Kyoushitsu: Jump Festa 2013 Special,7.20,2840
Area no Kishi,7.20,2841
Denki-gai no Honya-san,7.20,2842
Detective Conan OVA 03: Conan and Heiji and the Vanished Boy,7.20,2843
Diamond Fusion,7.20,2844
Digimon Adventure tri. 6: Bokura no Mirai,7.20,2845
Doraemon Movie 12: Nobita no Dorabian Nights,7.20,2846
Doraemon Movie 29: Shin Nobita no Uchuu Kaitakushi,7.20,2847
Dororo to Hyakkimaru,7.20,2848
Galaxy Angel 4,7.20,2849
Golden Kamuy OVA,7.20,2850
Gugure! Kokkuri-san Specials,7.20,2851
Hiiro no Kakera Dai Ni Shou,7.20,2852
Hitsugi no Chaika: Avenging Battle,7.20,2853
Hokuto no Ken Movie,7.20,2854
Hunter x Hunter Pilot,7.20,2855
Hyperventilation,7.20,2856
JoJo no Kimyou na Bouken: Adventure,7.20,2857
Kimi ni Todoke 2nd Season: Kataomoi,7.20,2858
Kotoura-san,7.20,2859
Kuroshitsuji Recap,7.20,2860
Love Hina Haru Special: Kimi Sakura Chiru Nakare!!,7.20,2861
Neppuu Kairiku Bushi Road,7.20,2862
Ookami-san to Shichinin no Nakama-tachi,7.20,2863
"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru OVA",7.20,2864
Owari no Seraph: The Beginning of the End,7.20,2865
Planet With,7.20,2866
Rurouni Kenshin Recap,7.20,2867
Sentou Yousei Yukikaze,7.20,2868
Slayers Premium,7.20,2869
Sola,7.20,2870
Suisei no Gargantia Specials,7.20,2871
Suzuka,7.20,2872
The Cockpit,7.20,2873
The iDOLM@STER Shiny Festa,7.20,2874
Video Girl Ai,7.20,2875
"Wake Up, Girls! Beyond the Bottom",7.20,2876
Yu☆Gi☆Oh!,7.20,2877
Zettai Karen Children OVA: Aitazousei! Ubawareta Mirai?,7.20,2878
Zhen Hun Jie: Bei Luo Shi Men Pian Part 1,7.20,2879
Nogizaka Haruka no Himitsu: Purezza,7.19,2880
One Piece Movie 5: Norowareta Seiken,7.19,2881
One Piece: Glorious Island,7.19,2882
Ookiku Furikabutte: Natsu no Scorebook,7.19,2883
Oseam,7.19,2884
Papa no Iukoto wo Kikinasai!: Pokkapoka,7.19,2885
Phi Brain: Kami no Puzzle,7.19,2886
Pokemon (2019),7.19,2887
Popee the Performer,7.19,2888
Sarusuberi: Miss Hokusai,7.19,2889
Seikai no Monshou Special,7.19,2890
Shakugan no Shana-tan II (Second),7.19,2891
Shi Yi Chang An: Mingyue Jishi You Er,7.19,2892
Shin Atashin'chi,7.19,2893
Soukyuu no Fafner: Dead Aggressor - The Beyond,7.19,2894
Takanashi Rikka Kai: Chuunibyou demo Koi ga Shitai! Movie Lite,7.19,2895
Toaru Kagaku no Accelerator,7.19,2896
Tobe! Isami,7.19,2897
Tokyo Marble Chocolate,7.19,2898
Tsurune: Kazemai Koukou Kyuudoubu - Yabai,7.19,2899
Vandread,7.19,2900
Tears to Tiara,7.18,2951
Terra Formars: Bugs 2-hen,7.18,2952
Toaru Hikuushi e no Koiuta,7.18,2953
Touhou Niji Sousaku Doujin Anime: Musou Kakyou Special,7.18,2954
Soukou Kihei Votoms: Red Shoulder Document - Yabou no Roots,7.28,2501
Souten Kouro,7.28,2502
Tanaka-kun wa Kyou mo Kedaruge,7.28,2503
Tengen Toppa Gurren Lagann Movie Zenyasai: Viral no Amai Yume,7.28,2504
Tsuki ga Kirei Special,7.28,2505
Watashi ni Tenshi ga Maiorita! Special,7.28,2506
"Wei, Kanjian Erduo La!",7.28,2507
Yamada-kun to 7-nin no Majo,7.28,2508
Zero no Tsukaima,7.28,2509
Toushou Daimos,7.18,2955
Tropical-Rouge! Precure,7.18,2956
Moonlight Mile 1st Season: Lift Off,7.17,2957
Motto! Ojamajo Doremi: Kaeru Ishi no Himitsu,7.17,2958
