image,image_urls,images,misc,ranking,rating,season,title
,"https://cdn.myanimelist.net/images/userimages/9505601.jpg?t=1609863600,https://cdn.myanimelist.net/images/userimages/6627264.jpg?t=1630421400,https://cdn.myanimelist.net/images/userimages/7655641.jpg?t=1630620000,https://cdn.myanimelist.net/images/userimages/4791832.jpg?t=1630640400","[{'url': 'https://cdn.myanimelist.net/images/userimages/9505601.jpg?t=1609863600', 'path': 'full/fab945aecb3b61459ed51b55d191e7285b681683.jpg', 'checksum': 'c958231836004d0f864ffb55dd1dc8e8', 'status': 'downloaded'}, {'url': 'https://cdn.myanimelist.net/images/userimages/6627264.jpg?t=1630421400', 'path': 'full/19ae5a75056c0880ea4feadd3e5dd579b4707fcb.jpg', 'checksum': '2475e25d36dc2c33748f98f3bbca796f', 'status': 'downloaded'}, {'url': 'https://cdn.myanimelist.net/images/userimages/7655641.jpg?t=1630620000', 'path': 'full/11b12b4c1854d4db05b57f007686904c2114b483.jpg', 'checksum': 'e9e46d3d9aba2c35739719ece2cb0a89', 'status': 'downloaded'}, {'url': 'https://cdn.myanimelist.net/images/userimages/4791832.jpg?t=1630640400', 'path': 'full/6a761f28517e5136c4fbb74c82bff2ba6191b40d.jpg', 'checksum': 'aace3f1fc1ce1577d8f1ffc45074c025', 'status': 'downloaded'}]",Sci-Fi;Adventure;Mystery;Drama;Fantasy,#45,8.70,,Made in Abyss Movie 3: Fukaki Tamashii no Reimei
,"https://cdn.myanimelist.net/images/userimages/5412678.jpg?t=1602093600,https://cdn.myanimelist.net/images/userimages/39613.jpg?t=1628947800,https://cdn.myanimelist.net/images/userimages/6017253.jpg?t=1630608600,https://cdn.myanimelist.net/images/userimages/2513325.jpg?t=1630619400","[{'url': 'https://cdn.myanimelist.net/images/userimages/5412678.jpg?t=1602093600', 'path': 'full/5f2648aa8f5f4d4437752e13f639241eb0e9e83e.jpg', 'checksum': '9ea530a5f4cb79e2844019eb7333c0f9', 'status': 'downloaded'}, {'url': 'https://cdn.myanimelist.net/images/userimages/39613.jpg?t=1628947800', 'path': 'full/3ac7ff697fc108528f0bbafda4c66323ffbc1d22.jpg', 'checksum': '578982deecade7896821119d4fd315e2', 'status': 'downloaded'}, {'url': 'https://cdn.myanimelist.net/images/userimages/6017253.jpg?t=1630608600', 'path': 'full/e083367bbf95636211ab6af05f89352ffda217c8.jpg', 'checksum': 'd4a57a265af54de68ccf1758ced0084b', 'status': 'downloaded'}, {'url': 'https://cdn.myanimelist.net/images/userimages/2513325.jpg?t=1630619400', 'path': 'full/ae0e65d38c808879623a1b3487df1ec87306dc8f.jpg', 'checksum': '2fb81252832569b2233599aafa051bc8', 'status': 'downloaded'}]",Sci-Fi;Adventure;Mystery;Drama;Fantasy,#44,8.70,Summer 2017,Made in Abyss
,"https://cdn.myanimelist.net/images/userimages/3221.jpg?t=1616499000,https://cdn.myanimelist.net/images/userimages/1872716.jpg?t=1630127400,https://cdn.myanimelist.net/images/userimages/70638.jpg?t=1588360800,https://cdn.myanimelist.net/images/userimages/157670.jpg?t=1627494600","[{'url': 'https://cdn.myanimelist.net/images/userimages/3221.jpg?t=1616499000', 'path': 'full/e68ded2a7eef31c7885da8f929afcba9a2df1a4a.jpg', 'checksum': '958d67b17f75010c33419b395ddcf6e6', 'status': 'downloaded'}, {'url': 'https://cdn.myanimelist.net/images/userimages/1872716.jpg?t=1630127400', 'path': 'full/3df1e25989e5450fa31f5f873f04d1cbdbac60ff.jpg', 'checksum': '994da59e9d7f16081aa608c869b8da14', 'status': 'downloaded'}, {'url': 'https://cdn.myanimelist.net/images/userimages/70638.jpg?t=1588360800', 'path': 'full/f0f1192b90f70679682cf6f92b2cf100d4c48c71.jpg', 'checksum': '4cf2e7966ee07c3b4203a0361425aac7', 'status': 'downloaded'}, {'url': 'https://cdn.myanimelist.net/images/userimages/157670.jpg?t=1627494600', 'path': 'full/6bd314636e9c5475c6859a3a4223aa5b58d64da1.jpg', 'checksum': '6f608e6f8d076ce22235f9c132308c1f', 'status': 'downloaded'}]",Slice of Life;Comedy;Drama;School;Shounen,#46,8.69,Summer 1999,Great Teacher Onizuka
,"https://cdn.myanimelist.net/images/userimages/887295.jpg?t=1630633200,https://cdn.myanimelist.net/images/userimages/868559.jpg?t=1621332600,https://cdn.myanimelist.net/images/userimages/985071.jpg?t=1630638600,https://cdn.myanimelist.net/images/userimages/99266.jpg?t=1630321800","[{'url': 'https://cdn.myanimelist.net/images/userimages/887295.jpg?t=1630633200', 'path': 'full/e215fc68ff43992754c2ec21fc1de1040557b433.jpg', 'checksum': 'd4d77079f0d64a1c92727f71b0247e1d', 'status': 'downloaded'}, {'url': 'https://cdn.myanimelist.net/images/userimages/868559.jpg?t=1621332600', 'path': 'full/cb79b6cff2e5dabc0e52ac3af3fec9f9a1a33cd9.jpg', 'checksum': '0b80f47e7e1de22c0706ca04bbd06d14', 'status': 'downloaded'}, {'url': 'https://cdn.myanimelist.net/images/userimages/985071.jpg?t=1630638600', 'path': 'full/ce68e7dff07c16e76e1f1dc36e7fa90f208859bb.jpg', 'checksum': '104b045b6008508ef4cedcc5cd236c27', 'status': 'downloaded'}, {'url': 'https://cdn.myanimelist.net/images/userimages/99266.jpg?t=1630321800', 'path': 'full/1bdc6ea317a4c0f9110b7015d5d3f1737b008618.jpg', 'checksum': 'c97102d2d09d334a5f1c60725d4e1e25', 'status': 'downloaded'}]",Adventure;Slice of Life;Mystery;Historical;Supernatural;Fantasy;Seinen,#42,8.71,Spring 2014,Mushishi Zoku Shou
,"https://cdn.myanimelist.net/images/userimages/41605.jpg?t=1517167200,https://cdn.myanimelist.net/images/userimages/7043.jpg?t=1624204200,https://cdn.myanimelist.net/images/userimages/2510667.jpg?t=1524631200,https://cdn.myanimelist.net/images/userimages/5593216.jpg?t=1576938000","[{'url': 'https://cdn.myanimelist.net/images/userimages/41605.jpg?t=1517167200', 'path': 'full/96c982bd4c2ddb9fb040626456373d15e51d8cb1.jpg', 'checksum': '61b7b636161527ca0aee4f5a63645d92', 'status': 'downloaded'}, {'url': 'https://cdn.myanimelist.net/images/userimages/7043.jpg?t=1624204200', 'path': 'full/d6fdff68f15aa2699d03b431127f9e79225b0069.jpg', 'checksum': 'b34c1f570665cc494a58441331668313', 'status': 'downloaded'}, {'url': 'https://cdn.myanimelist.net/images/userimages/2510667.jpg?t=1524631200', 'path': 'full/46ab36000533ffa68471974d011672f928d52ab4.jpg', 'checksum': '7752394b23c30ed183d65e32bc99ee39', 'status': 'downloaded'}, {'url': 'https://cdn.myanimelist.net/images/userimages/5593216.jpg?t=1576938000', 'path': 'full/b1860b24dc1ced88032aed22efee388a7f1a2136.jpg', 'checksum': 'e8772dcd8ac43d631c70e0c0b36a9e0f', 'status': 'downloaded'}]",Action;Historical;Drama;Romance;Martial Arts;Samurai;Shounen,#40,8.72,,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen
,"https://cdn.myanimelist.net/images/userimages/66273.jpg?t=1630635600,https://cdn.myanimelist.net/images/userimages/83700.jpg?t=1629677400,https://cdn.myanimelist.net/images/userimages/37118.jpg?t=1444611600,https://cdn.myanimelist.net/images/userimages/8611.jpg?t=1613880000","[{'url': 'https://cdn.myanimelist.net/images/userimages/66273.jpg?t=1630635600', 'path': 'full/e74850b302436543bb2d6c8de8e7b22d29e17f4a.jpg', 'checksum': '76323aec1c1af8c040782891bbb3d1ba', 'status': 'downloaded'}, {'url': 'https://cdn.myanimelist.net/images/userimages/83700.jpg?t=1629677400', 'path': 'full/350e661e70a8ad1ab66b639c0d7feccc6590b815.jpg', 'checksum': '202e87375ebd7589654a7a2500baa665', 'status': 'downloaded'}, {'url': 'https://cdn.myanimelist.net/images/userimages/37118.jpg?t=1444611600', 'path': 'full/ec82c8bd6b0ab73b22c1b7f394fcfef21868bb5b.jpg', 'checksum': 'caf9743e22bf8e8f63abecaed324c06d', 'status': 'downloaded'}, {'url': 'https://cdn.myanimelist.net/images/userimages/8611.jpg?t=1613880000', 'path': 'full/d38d0d9f24895df9c5c6a50cd4eb220e663a2981.jpg', 'checksum': 'b89fb048645fecce3fd3fe47861e36af', 'status': 'downloaded'}]",Action;Military;Sci-Fi;Super Power;Drama;Mecha;School,#43,8.71,Fall 2006,Code Geass: Hangyaku no Lelouch
,"https://cdn.myanimelist.net/images/userimages/3813391.jpg?t=1630587000,https://cdn.myanimelist.net/images/userimages/5453235.jpg?t=1630581000,https://cdn.myanimelist.net/images/userimages/887295.jpg?t=1630633200,https://cdn.myanimelist.net/images/userimages/4150781.jpg?t=1630638000","[{'url': 'https://cdn.myanimelist.net/images/userimages/3813391.jpg?t=1630587000', 'path': 'full/c48ca3a8b9738fe9437eba2a36aa206ecf742f08.jpg', 'checksum': '56dc8a8f1d5594fd2435472fdf099d2b', 'status': 'downloaded'}, {'url': 'https://cdn.myanimelist.net/images/userimages/5453235.jpg?t=1630581000', 'path': 'full/1bff74da1c75bf46f243e25b8b98af39d7bc1e75.jpg', 'checksum': 'de8af34508b28fbb0e0e80cb11a1e6ac', 'status': 'downloaded'}, {'url': 'https://cdn.myanimelist.net/images/userimages/887295.jpg?t=1630633200', 'path': 'full/e215fc68ff43992754c2ec21fc1de1040557b433.jpg', 'checksum': 'd4d77079f0d64a1c92727f71b0247e1d', 'status': 'downloaded'}, {'url': 'https://cdn.myanimelist.net/images/userimages/4150781.jpg?t=1630638000', 'path': 'full/04f6f9f35189cc497cde6d9b46290091030f42d6.jpg', 'checksum': 'ecc3035e92f1a1738909710f58066b28', 'status': 'downloaded'}]",Action;Adventure;Historical;Drama;Seinen,#41,8.72,Summer 2019,Vinland Saga
,"https://cdn.myanimelist.net/images/userimages/3161129.jpg?t=1626343800,https://cdn.myanimelist.net/images/userimages/529057.jpg?t=1630629000,https://cdn.myanimelist.net/images/userimages/6384999.jpg?t=1630642800,https://cdn.myanimelist.net/images/userimages/10380224.jpg?t=1630636200","[{'url': 'https://cdn.myanimelist.net/images/userimages/3161129.jpg?t=1626343800', 'path': 'full/5314118011ba11cba36ac03b327f3313e8647dd6.jpg', 'checksum': '641ce8717ec5f9d3a733b668f10c1492', 'status': 'downloaded'}, {'url': 'https://cdn.myanimelist.net/images/userimages/529057.jpg?t=1630629000', 'path': 'full/18c2471089f8a03e95e33c24b9e460a00dade49f.jpg', 'checksum': 'db60209f619af5e7532ee6c3290012d3', 'status': 'downloaded'}, {'url': 'https://cdn.myanimelist.net/images/userimages/6384999.jpg?t=1630642800', 'path': 'full/28052aabdfd631bd57e974d936e1a38b3879bb7e.jpg', 'checksum': '17a64bd598e393f85f40a92bcf6f2329', 'status': 'downloaded'}, {'url': 'https://cdn.myanimelist.net/images/userimages/10380224.jpg?t=1630636200', 'path': 'full/5fd5ba78b08bfaaed97eabb838ffd44e495d6b45.jpg', 'checksum': '772838b923c412d8fb2cbfaaa59e6146', 'status': 'downloaded'}]",Action;Sci-Fi;Psychological;Drama;Mecha,#38,8.73,,Evangelion: 3.0+1.0 Thrice Upon a Time
,"https://cdn.myanimelist.net/images/userimages/4150781.jpg?t=1630638000,https://cdn.myanimelist.net/images/userimages/10003377.jpg?t=1630642200,https://cdn.myanimelist.net/images/userimages/10401562.jpg?t=1628905200,https://cdn.myanimelist.net/images/userimages/3389423.jpg?t=1630590000","[{'url': 'https://cdn.myanimelist.net/images/userimages/4150781.jpg?t=1630638000', 'path': 'full/04f6f9f35189cc497cde6d9b46290091030f42d6.jpg', 'checksum': 'ecc3035e92f1a1738909710f58066b28', 'status': 'downloaded'}, {'url': 'https://cdn.myanimelist.net/images/userimages/10003377.jpg?t=1630642200', 'path': 'full/af6ffb16e30832e9e24b0fb855de6b0d5c91ea93.jpg', 'checksum': 'ac583258e797861a3b4056c42fc0c1b5', 'status': 'downloaded'}, {'url': 'https://cdn.myanimelist.net/images/userimages/10401562.jpg?t=1628905200', 'path': 'full/95c974c2df10e979fa308816710b96eb015c772d.jpg', 'checksum': '7fe85f36f83c7884bfb2b7c63dd058cf', 'status': 'downloaded'}, {'url': 'https://cdn.myanimelist.net/images/userimages/3389423.jpg?t=1630590000', 'path': 'full/ed240e9ad766b3ecea2842363c067499e9345851.jpg', 'checksum': 'efbd1f1a983bd735694d8eb15e8d2461', 'status': 'downloaded'}]",Action;Historical;Demons;Supernatural;Shounen,#39,8.73,,Kimetsu no Yaiba Movie: Mugen Ressha-hen
,"https://cdn.myanimelist.net/images/userimages/3365201.jpg?t=1629988800,https://cdn.myanimelist.net/images/userimages/39613.jpg?t=1628947800,https://cdn.myanimelist.net/images/userimages/3643923.jpg?t=1601374800,https://cdn.myanimelist.net/images/userimages/3955909.jpg?t=1630500600","[{'url': 'https://cdn.myanimelist.net/images/userimages/3365201.jpg?t=1629988800', 'path': 'full/f7da4da612f2a2899d6a3e5f24640fd85288a4d5.jpg', 'checksum': '45f772b1fdf3c4e61c218664335bc0ee', 'status': 'downloaded'}, {'url': 'https://cdn.myanimelist.net/images/userimages/39613.jpg?t=1628947800', 'path': 'full/3ac7ff697fc108528f0bbafda4c66323ffbc1d22.jpg', 'checksum': '578982deecade7896821119d4fd315e2', 'status': 'downloaded'}, {'url': 'https://cdn.myanimelist.net/images/userimages/3643923.jpg?t=1601374800', 'path': 'full/7e5c0dab7ab02a9edcba66ee346d5d235395e196.jpg', 'checksum': 'c5c9d786284c1e8d538a19cc67f39556', 'status': 'downloaded'}, {'url': 'https://cdn.myanimelist.net/images/userimages/3955909.jpg?t=1630500600', 'path': 'full/f61df9d60ff02485acfdb71b92cc9965c5170808.jpg', 'checksum': 'e8317e52276c5fe1d3ccd0e22496e4b3', 'status': 'downloaded'}]",Adventure;Fantasy;Historical;Mystery;Seinen;Slice of Life;Supernatural,#35,8.75,Fall 2014,Mushishi Zoku Shou 2nd Season
,"https://cdn.myanimelist.net/images/userimages/5819797.jpg?t=1630323000,https://cdn.myanimelist.net/images/userimages/4167293.jpg?t=1630641000,https://cdn.myanimelist.net/images/userimages/5047626.jpg?t=1630629000,https://cdn.myanimelist.net/images/userimages/5529175.jpg?t=1629152400","[{'url': 'https://cdn.myanimelist.net/images/userimages/5819797.jpg?t=1630323000', 'path': 'full/7b77e778b1711ea9a28732421d8771f96a95ba00.jpg', 'checksum': '875fb7b65ce1185e5f9e84396c3d00f7', 'status': 'downloaded'}, {'url': 'https://cdn.myanimelist.net/images/userimages/4167293.jpg?t=1630641000', 'path': 'full/c341c487c2c8becb288f394eb52d16c2be0cf1a6.jpg', 'checksum': '598e5f149960f720151cd5b44fc084fd', 'status': 'downloaded'}, {'url': 'https://cdn.myanimelist.net/images/userimages/5047626.jpg?t=1630629000', 'path': 'full/ba407623bb08524245881dd3f2a92fe7c73cd312.jpg', 'checksum': 'a84f77516bf63bc2f4fe0b5824692add', 'status': 'downloaded'}, {'url': 'https://cdn.myanimelist.net/images/userimages/5529175.jpg?t=1629152400', 'path': 'full/b9bb82fd5349de7422cefea399ba24bfdf0ca2d5.jpg', 'checksum': 'c8f794bd81159984ab0fa58a81c9e6bc', 'status': 'downloaded'}]",Drama;Historical;Josei,#34,8.76,Winter 2017,Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen
,"https://cdn.myanimelist.net/images/userimages/3813391.jpg?t=1630587000,https://cdn.myanimelist.net/images/userimages/10403824.jpg?t=1619770800,https://cdn.myanimelist.net/images/userimages/11914815.jpg?t=1620209400,https://cdn.myanimelist.net/images/userimages/5212799.jpg?t=1630641600","[{'url': 'https://cdn.myanimelist.net/images/userimages/3813391.jpg?t=1630587000', 'path': 'full/c48ca3a8b9738fe9437eba2a36aa206ecf742f08.jpg', 'checksum': '56dc8a8f1d5594fd2435472fdf099d2b', 'status': 'downloaded'}, {'url': 'https://cdn.myanimelist.net/images/userimages/10403824.jpg?t=1619770800', 'path': 'full/a66d932023dc6019a4dd1d85198f4d3dd801f46b.jpg', 'checksum': '67e21bfc99426e3bd7d030f02d84f4a4', 'status': 'downloaded'}, {'url': 'https://cdn.myanimelist.net/images/userimages/11914815.jpg?t=1620209400', 'path': 'full/cf3f0122cb54340dd89c23e4d26907cf4f6332ae.jpg', 'checksum': '6a6b5b9be03b6f3590a9e5d3c4c0d279', 'status': 'downloaded'}, {'url': 'https://cdn.myanimelist.net/images/userimages/5212799.jpg?t=1630641600', 'path': 'full/3f48aa1521ffd3e4646c39d7b765835984a461eb.jpg', 'checksum': '825946834f1823614f7fd5c6eb9638f9', 'status': 'downloaded'}]",Action;Demons;Supernatural;School;Shounen,#37,8.74,Fall 2020,Jujutsu Kaisen (TV)
,"https://cdn.myanimelist.net/images/userimages/4303829.jpg?t=1627320600,https://cdn.myanimelist.net/images/userimages/4791832.jpg?t=1630640400,https://cdn.myanimelist.net/images/userimages/356531.jpg?t=1629334800,https://cdn.myanimelist.net/images/userimages/1060539.jpg?t=1598604600","[{'url': 'https://cdn.myanimelist.net/images/userimages/4303829.jpg?t=1627320600', 'path': 'full/0bd80850546abd22749f5e08b4c91d29c98a6721.jpg', 'checksum': '18324ac658eb8270b3a955343ce01ee2', 'status': 'downloaded'}, {'url': 'https://cdn.myanimelist.net/images/userimages/4791832.jpg?t=1630640400', 'path': 'full/6a761f28517e5136c4fbb74c82bff2ba6191b40d.jpg', 'checksum': 'aace3f1fc1ce1577d8f1ffc45074c025', 'status': 'downloaded'}, {'url': 'https://cdn.myanimelist.net/images/userimages/356531.jpg?t=1629334800', 'path': 'full/75b64382a950d5f05fe7328092f972f362b60d8b.jpg', 'checksum': 'cfa1914f8b7747db05f1dc923e0283f1', 'status': 'downloaded'}, {'url': 'https://cdn.myanimelist.net/images/userimages/1060539.jpg?t=1598604600', 'path': 'full/076fbf7466ddff972848be98cff2ecbc09b09d4c.jpg', 'checksum': '60e4c76449190b4b5e14ab87eafe449b', 'status': 'downloaded'}]",Action;Supernatural;Magic;Fantasy,#33,8.76,,Fate/stay night Movie: Heaven's Feel - III. Spring Song
,"https://cdn.myanimelist.net/images/userimages/887295.jpg?t=1630633200,https://cdn.myanimelist.net/images/userimages/2846151.jpg?t=1613916000,https://cdn.myanimelist.net/images/userimages/5256830.jpg?t=1606302000,https://cdn.myanimelist.net/images/userimages/2513325.jpg?t=1630619400","[{'url': 'https://cdn.myanimelist.net/images/userimages/887295.jpg?t=1630633200', 'path': 'full/e215fc68ff43992754c2ec21fc1de1040557b433.jpg', 'checksum': 'd4d77079f0d64a1c92727f71b0247e1d', 'status': 'downloaded'}, {'url': 'https://cdn.myanimelist.net/images/userimages/2846151.jpg?t=1613916000', 'path': 'full/2049ecde66625c80fc7f04ce7cfb9c7bdc72109d.jpg', 'checksum': '5ae5d72da4cb8b69e34be9dd4389cb0b', 'status': 'downloaded'}, {'url': 'https://cdn.myanimelist.net/images/userimages/5256830.jpg?t=1606302000', 'path': 'full/22e2817185259194a039e44da3e4eed64ddf8686.jpg', 'checksum': '24f85aadd4208c326e804b08a9bc8593', 'status': 'downloaded'}, {'url': 'https://cdn.myanimelist.net/images/userimages/2513325.jpg?t=1630619400', 'path': 'full/ae0e65d38c808879623a1b3487df1ec87306dc8f.jpg', 'checksum': '2fb81252832569b2233599aafa051bc8', 'status': 'downloaded'}]",Mystery;Comedy;Supernatural;Romance;Vampire,#31,8.78,Summer 2013,Monogatari Series: Second Season
,"https://cdn.myanimelist.net/images/userimages/122361.jpg?t=1630416000,https://cdn.myanimelist.net/images/userimages/3463999.jpg?t=1627704600,https://cdn.myanimelist.net/images/userimages/42620.jpg?t=1300199400,https://cdn.myanimelist.net/images/userimages/402245.jpg?t=1630635000","[{'url': 'https://cdn.myanimelist.net/images/userimages/122361.jpg?t=1630416000', 'path': 'full/46c27b379353638fd48a34d72d381e14c6f7fe4f.jpg', 'checksum': '974d29b474500e55cc3bb201844184dc', 'status': 'downloaded'}, {'url': 'https://cdn.myanimelist.net/images/userimages/3463999.jpg?t=1627704600', 'path': 'full/bb70982a4557cec78e5ef3cb3522157a0d2fe1fd.jpg', 'checksum': 'b76f33c35774fead8bcf41ef7b5262f0', 'status': 'downloaded'}, {'url': 'https://cdn.myanimelist.net/images/userimages/42620.jpg?t=1300199400', 'path': 'full/223ad4440e08cd6b18cd5c2e349d0f50cd9f72be.jpg', 'checksum': '3765a9e804f7d9ca29a132bc9b932ee1', 'status': 'downloaded'}, {'url': 'https://cdn.myanimelist.net/images/userimages/402245.jpg?t=1630635000', 'path': 'full/abce96a857b0b45378b9babe80002cbaaf9426de.jpg', 'checksum': '93ff9d333ba6cd792501256e28f92ad7', 'status': 'downloaded'}]",Adventure;Supernatural;Drama,#30,8.80,,Sen to Chihiro no Kamikakushi
,"https://cdn.myanimelist.net/images/userimages/1.jpg?t=1630551000,https://cdn.myanimelist.net/images/userimages/61720.jpg?t=1630600800,https://cdn.myanimelist.net/images/userimages/3819.jpg?t=1630632600,https://cdn.myanimelist.net/images/userimages/18456.jpg?t=1630624800","[{'url': 'https://cdn.myanimelist.net/images/userimages/1.jpg?t=1630551000', 'path': 'full/1b275f833add13493f53f93ca15fb801c77c1b22.jpg', 'checksum': 'eaad5ffb68342162ccd0668aaee032c9', 'status': 'downloaded'}, {'url': 'https://cdn.myanimelist.net/images/userimages/61720.jpg?t=1630600800', 'path': 'full/df6e0dd6f8fb217dc081d5d95a7884a7bbac4ce3.jpg', 'checksum': 'a46a09a6176416e2de0fa48e6cc83afa', 'status': 'downloaded'}, {'url': 'https://cdn.myanimelist.net/images/userimages/3819.jpg?t=1630632600', 'path': 'full/af7de8f3d9e4f0f5c685e93dca56df41133cd12c.jpg', 'checksum': 'c01ffa753d6c4dae3087039eb10fb2ec', 'status': 'downloaded'}, {'url': 'https://cdn.myanimelist.net/images/userimages/18456.jpg?t=1630624800', 'path': 'full/d68f25a067f79a21d6305d24e21cdeaf61d35715.jpg', 'checksum': '11ec2d4544099e2a04153dd5fb539086', 'status': 'downloaded'}]",Comedy;Sports;Drama;Shounen,#36,8.74,Fall 2000,Hajime no Ippo
,"https://cdn.myanimelist.net/images/userimages/41605.jpg?t=1517167200,https://cdn.myanimelist.net/images/userimages/2780485.jpg?t=1628573400,https://cdn.myanimelist.net/images/userimages/232951.jpg?t=1629240000,https://cdn.myanimelist.net/images/userimages/4894.jpg?t=1630636800","[{'url': 'https://cdn.myanimelist.net/images/userimages/41605.jpg?t=1517167200', 'path': 'full/96c982bd4c2ddb9fb040626456373d15e51d8cb1.jpg', 'checksum': '61b7b636161527ca0aee4f5a63645d92', 'status': 'downloaded'}, {'url': 'https://cdn.myanimelist.net/images/userimages/2780485.jpg?t=1628573400', 'path': 'full/10eeacfb5777585f9a2d7db8a577d90fd0099c4e.jpg', 'checksum': 'cacbd49b79cc25f901eaec7f7696cdfd', 'status': 'downloaded'}, {'url': 'https://cdn.myanimelist.net/images/userimages/232951.jpg?t=1629240000', 'path': 'full/2cb76f9f2e5fb5f56996c862e2898fb114f5be1f.jpg', 'checksum': 'f381c1bd7d87bf43d55a38f837c63f2b', 'status': 'downloaded'}, {'url': 'https://cdn.myanimelist.net/images/userimages/4894.jpg?t=1630636800', 'path': 'full/ec3e9d9de78b6ccc6e8b7162591e874c363f35c0.jpg', 'checksum': 'ae8f784195ddcd09493099e743bfe570', 'status': 'downloaded'}]",Drama;Horror;Mystery;Police;Psychological;Seinen;Thriller,#28,8.80,Spring 2004,Monster
,"https://cdn.myanimelist.net/images/userimages/3895399.jpg?t=1598540400,https://cdn.myanimelist.net/images/questionmark_50.gif,https://cdn.myanimelist.net/images/userimages/2513325.jpg?t=1630619400,https://cdn.myanimelist.net/images/userimages/3743707.jpg?t=1609012200","[{'url': 'https://cdn.myanimelist.net/images/userimages/3895399.jpg?t=1598540400', 'path': 'full/01f8b3b41dd4907432508ee5a00173b7ae2a0057.jpg', 'checksum': '7a0392a773a84461cbba39829668623e', 'status': 'downloaded'}, {'url': 'https://cdn.myanimelist.net/images/questionmark_50.gif', 'path': 'full/d86a66eb7ea7f40483a2b27e71f47f19a27b5111.jpg', 'checksum': 'aae1bc121dbd60ed9ba1d0bfdaf10f98', 'status': 'downloaded'}, {'url': 'https://cdn.myanimelist.net/images/userimages/2513325.jpg?t=1630619400', 'path': 'full/ae0e65d38c808879623a1b3487df1ec87306dc8f.jpg', 'checksum': '2fb81252832569b2233599aafa051bc8', 'status': 'downloaded'}, {'url': 'https://cdn.myanimelist.net/images/userimages/3743707.jpg?t=1609012200', 'path': 'full/382f97fa550eb75533800044c60f498af61bdccf.jpg', 'checksum': '6c6ba6b02dc8879a150e9359515974ff', 'status': 'downloaded'}]",Comedy;Sports;Drama;School;Shounen,#26,8.81,Fall 2016,Haikyuu!!: Karasuno Koukou vs. Shiratorizawa Gakuen Koukou
,"https://cdn.myanimelist.net/images/userimages/11081.jpg?t=1600353000,https://cdn.myanimelist.net/images/userimages/1872716.jpg?t=1630127400,https://cdn.myanimelist.net/images/userimages/279992.jpg?t=1524427200,https://cdn.myanimelist.net/images/userimages/41605.jpg?t=1517167200","[{'url': 'https://cdn.myanimelist.net/images/userimages/11081.jpg?t=1600353000', 'path': 'full/a622d99852721422d837be9daacefb8d6315ffa7.jpg', 'checksum': 'c0d1f3e0a3179b47c7a0382b8e636f7c', 'status': 'downloaded'}, {'url': 'https://cdn.myanimelist.net/images/userimages/1872716.jpg?t=1630127400', 'path': 'full/3df1e25989e5450fa31f5f873f04d1cbdbac60ff.jpg', 'checksum': '994da59e9d7f16081aa608c869b8da14', 'status': 'downloaded'}, {'url': 'https://cdn.myanimelist.net/images/userimages/279992.jpg?t=1524427200', 'path': 'full/0f6877f95b85a990ed411596b7ec65bce6e7f9c6.jpg', 'checksum': '9b79d4fd3d89c54dddfd75a1d578dd24', 'status': 'downloaded'}, {'url': 'https://cdn.myanimelist.net/images/userimages/41605.jpg?t=1517167200', 'path': 'full/96c982bd4c2ddb9fb040626456373d15e51d8cb1.jpg', 'checksum': '61b7b636161527ca0aee4f5a63645d92', 'status': 'downloaded'}]",Action;Adventure;Comedy;Drama;Sci-Fi;Space,#32,8.77,Spring 1998,Cowboy Bebop
,"https://cdn.myanimelist.net/images/userimages/6295660.jpg?t=1626536400,https://cdn.myanimelist.net/images/userimages/6728375.jpg?t=1630539600,https://cdn.myanimelist.net/images/userimages/5028655.jpg?t=1559967000,https://cdn.myanimelist.net/images/userimages/887295.jpg?t=1630633200","[{'url': 'https://cdn.myanimelist.net/images/userimages/6295660.jpg?t=1626536400', 'path': 'full/770fa1b380151d412dd52918a2a4367f7707b41d.jpg', 'checksum': 'ec13bfaf4bac090399e985ff41cba4d0', 'status': 'downloaded'}, {'url': 'https://cdn.myanimelist.net/images/userimages/6728375.jpg?t=1630539600', 'path': 'full/302fb84a46b6b9d1d359ab5944f34537c72a7b24.jpg', 'checksum': 'c5c81de08907d989a58a1ee7a841de57', 'status': 'downloaded'}, {'url': 'https://cdn.myanimelist.net/images/userimages/5028655.jpg?t=1559967000', 'path': 'full/8b45f1cb2cb14e298ae6d8c1bc9da68c1f8947f3.jpg', 'checksum': '163597d2b486ba160b8bad9918bae88f', 'status': 'downloaded'}, {'url': 'https://cdn.myanimelist.net/images/userimages/887295.jpg?t=1630633200', 'path': 'full/e215fc68ff43992754c2ec21fc1de1040557b433.jpg', 'checksum': 'd4d77079f0d64a1c92727f71b0247e1d', 'status': 'downloaded'}]",Action;Slice of Life;Comedy;Supernatural,#25,8.82,Winter 2019,Mob Psycho 100 II
